"","ï..License.Serial.Number","License.Type.Name","License.Class.Code","License.Type.Code","Agency.Zone.Office.Name","Agency.Zone.Office.Number","County.Name..Licensee.","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","License.Certificate.Number","License.Original.Issue.Date","License.Effective.Date","License.Expiration.Date","Latitude","Longitude","Location"
"100",2205413,"FARM BREWER",106,"FD","Albany",2,"CHENANGO","BULLTHISTLE BREWING COMPANY LLC","BULLTHISTLE BREWING COMPANY","45 S MAIN ST","","SHERBURNE","NY",13460,912663,2017-02-13,2019-02-01,2020-01-31,42.67216,-75.49599,"(42.67216, -75.49599)"
"101",2155739,"FARM WINERY",302,"FW","Albany",2,"CHENANGO","CAMERON CATES","CAMERON CATES ESTATE","290 HUMPHREY ROAD","","SOUTH NEW BERLIN","NY",13843,919660,2010-09-03,2019-09-01,2022-08-31,42.57999163,-75.42206169,"(42.57999163, -75.42206169)"
"102",2601773,"FARM WINERY",302,"FW","Albany",2,"CHENANGO","BLACK BEAR FARM WINERY INC","","248 COUNTY RD 1","","CHENANGO FORKS","NY",13746,887267,2001-12-13,2016-12-07,2019-11-30,42.26276385,-75.82256445,"(42.26276385, -75.82256445)"
"104",2212122,"DISTILLER ""B-1""",205,"DB","Albany",2,"CLINTON","FOUR MAPLES VINEYARD AND WINERY INC","","40 GAMLAW RD","","CHAMPLAIN","NY",12919,999999,2018-06-14,2018-06-14,2020-02-29,44.99583,-73.41969,"(44.99583, -73.41969)"
"105",2200385,"FARM BREWER",106,"FD","Albany",2,"CLINTON","VALCOUR BREWING COMPANY LLC","","49 OHIO AVE","","PLATTSBURGH","NY",12903,911404,2015-12-28,2018-12-13,2019-11-30,44.67848,-73.44225,"(44.67848, -73.44225)"
"106",2202675,"FARM BREWER",106,"FD","Albany",2,"CLINTON","OVAL CRAFT BREWING LLC","","111 OHIO RD","","PLATTSBURGH","NY",12903,913614,2016-04-01,2019-04-01,2020-03-31,44.68319,-73.44735,"(44.68319, -73.44735)"
"107",2202848,"FARM DISTILLER ""D""",207,"DD","Albany",2,"CLINTON","MURRAY'S FOOLS DISTILLING CO LLC","","2229 RAND HILL RD","","ALTONA","NY",12910,910609,2016-03-28,2018-12-11,2020-02-29,44.80842,-73.67118,"(44.80842, -73.67118)"
"108",2206267,"FARM DISTILLER ""D""",207,"DD","Albany",2,"CLINTON","MOUNTAIN SPIRIT DISTILLING LLC","","35 FLORIDA ST","","PLATTSBURGH","NY",12903,889009,2017-03-01,2017-03-01,2020-02-28,44.66739,-73.46741,"(44.66739, -73.46741)"
"109",2171856,"FARM WINERY",302,"FW","Albany",2,"CLINTON","COLIN READ & NATALIE PECK","NORTH STAR VINEYARD","1383 NORTH STAR RD","","MOOERS","NY",12958,883996,2011-09-20,2016-09-01,2019-08-31,44.97391497,-73.62827766,"(44.97391497, -73.62827766)"
"110",2202400,"FARM WINERY",302,"FW","Albany",2,"CLINTON","JOY K HERFURTH","OLDE TYME WINE/OLDE TYME WINERY","439 BRANDY BROOK RD","","ELLENBURG CENTER","NY",12934,918647,2016-07-12,2019-07-01,2022-06-30,44.89385,-73.90004,"(44.89385, -73.90004)"
"111",2150593,"FARM WINERY",302,"FW","Albany",2,"CLINTON","MARY G FORTIN & GILLES M FORTIN","AMAZING GRACE VINEYARD & WINERY","9839 ROUTE 9","","CHAZY","NY",12921,913400,2010-03-11,2019-03-01,2022-02-28,44.90176411,-73.43645813,"(44.90176411, -73.43645813)"
"112",2152609,"FARM WINERY",302,"FW","Albany",2,"CLINTON","E L F PROPERTY MANAGEMENT LLC","ELFS FARM & ADIRONDACK CIDER CO","7411 STATE ROUTE 9","MOFFITT RD & HOBBS RD","PLATTSBURGH","NY",12901,918897,2010-08-09,2019-08-01,2022-07-31,44.74334204,-73.42475187,"(44.74334204, -73.42475187)"
"113",2162817,"FARM WINERY",302,"FW","Albany",2,"CLINTON","CHARLES RICHARD LAMOY","HID-IN-PINES VINEYARD","456 SOPER STREET","FLAT ROCK RD & STALEY RD","MORRISONVILLE","NY",12962,913040,2011-02-17,2019-02-01,2022-01-31,44.67253815,-73.58833072,"(44.67253815, -73.58833072)"
"114",2189666,"FARM WINERY",302,"FW","Albany",2,"CLINTON","VESCO RIDGE VINEYARDS LLC","","167 STRATTON HILL RD","","WEST CHAZY","NY",12992,914466,2013-05-02,2019-05-01,2022-04-30,44.8172525,-73.44193152,"(44.8172525, -73.44193152)"
"115",2205165,"FARM WINERY",302,"FW","Albany",2,"CLINTON","FOUR MAPLES VINEYARD AND WINERY INC","","40 GAMLAW RD","","CHAMPLAIN","NY",12919,889093,2017-03-17,2017-03-17,2020-02-29,44.99583,-73.41969,"(44.99583, -73.41969)"
"117",2004194,"MICRO BREWER",101,"MI","Albany",2,"CLINTON","CHRISTOPHERS RESTAURANT INC","PLATTSBURGH BREWING CO","411 ROUTE 3","","PLATTSBURGH","NY",12901,915171,2002-08-27,2019-06-01,2020-05-31,44.69664649,-73.48904823,"(44.69664649, -73.48904823)"
"118",2198916,"MICRO BREWER",101,"MI","Albany",2,"CLINTON","LIVINGOOD'S RESTAURANT & BREWERY LLC","","697 BEAR SWAMP RD","","PERU","NY",12972,913077,2015-03-31,2019-03-01,2020-02-29,44.57606,-73.51157,"(44.57606, -73.51157)"
"119",2209753,"DISTILLER ""A-1""",206,"DA","Albany",2,"COLUMBIA","STATE 11 DISTILLERY LLC","OLDE YORK FARM","284 STATE RTE 23","","CLAVERACK","NY",12513,897680,2017-12-19,2017-12-19,2020-11-30,42.22065,-73.71205,"(42.22065, -73.71205)"
"121",2194967,"FARM BREWER",106,"FD","Albany",2,"COLUMBIA","CHATHAM BREWING LLC","","59 MAIN ST","","CHATHAM","NY",12037,911511,2014-02-28,2019-02-01,2020-01-31,42.36326985,-73.59542927,"(42.36326985, -73.59542927)"
"122",2199189,"FARM BREWER",106,"FD","Albany",2,"COLUMBIA","ERIK R BELL","OLD KLAVERACK BREWERY","150 THIELMAN RD","","HUDSON","NY",12534,914442,2015-04-16,2019-04-03,2020-03-31,42.22227,-73.68377,"(42.22227, -73.68377)"
"123",2213967,"FARM BREWER",106,"FD","Albany",2,"COLUMBIA","SUBVERSIVE LLC","SUBVERSIVE MALTING & BREWING","253 MILL RD EXT","","GERMANTOWN","NY",12526,908480,2018-11-14,2018-11-14,2019-10-31,42.11121,-73.83177,"(42.11121, -73.83177)"
"124",2210270,"FARM BREWER",106,"FD","Albany",2,"COLUMBIA","FREIGHT YARD BREWING LLC","","59 MAIN ST","","CHATHAM","NY",12037,912778,2018-02-07,2019-02-01,2020-01-31,42.36305,-73.59557,"(42.36305, -73.59557)"
"125",2201828,"FARM BREWER",106,"FD","Albany",2,"COLUMBIA","HUDSON RIVER BREWING LLC","HUDSON BREWING","99 S 3RD ST","","HUDSON","NY",12534,912641,2016-02-03,2019-02-01,2020-01-31,42.25037,-73.79717,"(42.25037, -73.79717)"
"126",2194989,"FARM DISTILLER ""D""",207,"DD","Albany",2,"COLUMBIA","HUDSON VALLEY DISTILLERS LLC","","1727 RTE 9","","GERMANTOWN","NY",12526,888837,2014-03-06,2017-03-06,2020-02-29,42.08328256,-73.82841137,"(42.08328256, -73.82841137)"
"127",2138293,"FARM DISTILLER ""D""",207,"DD","Albany",2,"COLUMBIA","HARVEST SPIRITS LLC","","3074 US ROUTE 9","","VALATIE","NY",12184,887587,2008-02-12,2017-02-01,2020-01-31,42.43582839,-73.68693085,"(42.43582839, -73.68693085)"
"128",2209037,"FARM DISTILLER ""D""",207,"DD","Albany",2,"COLUMBIA","GRAZIN SPIRITS LLC","","170 SCHMIDT RD","","GHENT","NY",12075,897525,2017-11-03,2017-11-03,2020-10-31,42.31476,-73.65324,"(42.31476, -73.65324)"
"129",2178753,"FARM DISTILLER ""D""",207,"DD","Albany",2,"COLUMBIA","HILLROCK LLC","HILLROCK SPIRITS, HILLROCK FARM","408 POOLES HILL RD","","ANCRAM","NY",12502,888618,2012-03-06,2017-03-01,2020-02-29,42.02540015,-73.6211903,"(42.02540015, -73.6211903)"
"130",2204071,"FARM DISTILLER ""D""",207,"DD","Albany",2,"COLUMBIA","STATE 11 DISTILLERY LLC","STATE 11 DISTILLERY","284 STATE RTE 23","","CLAVERACK","NY",12513,915169,2016-07-22,2019-07-01,2022-06-30,42.22065,-73.71205,"(42.22065, -73.71205)"
"131",2197161,"FARM WINERY",302,"FW","Albany",2,"COLUMBIA","PATTY REAGANS BOUDOIR LLC","GREENPOINT CIDERY","4161 RTE 9","","HUDSON","NY",12534,896354,2015-02-02,2018-02-01,2021-01-31,42.22085,-73.79375,"(42.22085, -73.79375)"
"132",2211674,"FARM WINERY",302,"FW","Albany",2,"COLUMBIA","CHATHAM BERRY FARM LLC, THE","","288 RTE 21B","","VALATIE","NY",12184,898418,2018-07-24,2018-07-24,2021-06-30,42.37526,-73.63693,"(42.37526, -73.63693)"
"133",2194179,"FARM WINERY",302,"FW","Albany",2,"COLUMBIA","DYLSON INC","HUDSON CHATHAM WINERY","1900 STATE RTE 66","","GHENT","NY",12075,886813,2013-12-13,2016-12-01,2019-11-30,42.31078257,-73.64109513,"(42.31078257, -73.64109513)"
"135",2192502,"MICRO BREWER",101,"MI","Albany",2,"COLUMBIA","CHATHAM BREWING LLC","","59 MAIN ST","","CHATHAM","NY",12037,911652,2013-12-05,2019-01-01,2019-12-31,42.36326985,-73.59542927,"(42.36326985, -73.59542927)"
"138",2193245,"WINERY",301,"DW","Albany",2,"COLUMBIA","CLERMONT VINEYARDS & WINERY LLC","","241 COUNTY RTE 6","T/O CLERMONT","GERMANTOWN","NY",12526,891697,2014-08-04,2017-06-05,2020-07-31,42.07962982,-73.89375852,"(42.07962982, -73.89375852)"
"139",2193081,"FARM BREWER",106,"FD","Albany",2,"CORTLAND","CORTLAND BEER COMPANY LLC","CORTLAND BEER COMPANY","16 COURT ST","","CORTLAND","NY",13045,907720,2013-10-24,2018-10-01,2019-09-30,42.59931805,-76.17995693,"(42.59931805, -76.17995693)"
"140",2214792,"FARM BREWER",106,"FD","Albany",2,"CORTLAND","HOMER HOPS OPERATION LLC","HOMER HOPS BREWING","722 RTE 90","","CORTLAND","NY",13045,849478,2019-02-13,2019-02-13,2020-01-31,42.64002,-76.22682,"(42.64002, -76.22682)"
"141",2205115,"FARM DISTILLER ""D""",207,"DD","Albany",2,"CORTLAND","DRAGONFYRE DISTILLERY LLC","DRAGONFYRE DISTILLERY","1062 LEONARD RD","","MARATHON","NY",13803,919414,2016-09-23,2019-09-01,2022-08-31,42.45792,-75.956917,"(42.45792, -75.956917)"
"142",2202701,"FARM DISTILLER ""D""",207,"DD","Albany",2,"CORTLAND","CORTLAND BEER COMPANY LLC","CORTLAND DISTILLING COMPANY","16 COURT ST","","CORTLAND","NY",13045,914386,2016-06-16,2019-06-01,2022-05-31,42.59957,-76.17962,"(42.59957, -76.17962)"
"143",2126644,"FARM WINERY",302,"FW","Albany",2,"CORTLAND","CHERRY KNOLL FARM LLC","","3426 HOXIE GORGE RD","","MARATHON","NY",13803,920029,2005-10-26,2019-10-01,2022-09-30,42.5223781,-76.04939564,"(42.5223781, -76.04939564)"
"145",2211302,"DISTILLER ""A-1""",206,"DA","Albany",2,"DELAWARE","CATSKILL PROVISIONS INC","","244 DELAWARE LAKE RD","","LONG EDDY","NY",12760,999999,2019-01-02,2019-01-02,2021-12-31,41.88365,-75.13606,"(41.88365, -75.13606)"
"147",2210526,"FARM BREWER",106,"FD","Albany",2,"DELAWARE","MUDDY RIVER HOPS LLC","MUDDY RIVER FARM BREWERY","15544 COUNTY HWY 23","","UNADILLA","NY",13849,914007,2018-04-10,2019-04-01,2020-03-31,42.313,-75.34155,"(42.313, -75.34155)"
"148",2198871,"FARM DISTILLER ""D""",207,"DD","Albany",2,"DELAWARE","KERRS CREEK DISTILLERY LLC","EASY SPEAKER, SILVER MOON, ISHKA","2450 COUNTY HWY 23","AKA 2450-52 COUNTY HWY 23","WALTON","NY",13856,918573,2015-07-01,2019-07-01,2022-06-30,42.22002,-75.14933,"(42.22002, -75.14933)"
"149",2216007,"FARM DISTILLER ""D""",207,"DD","Albany",2,"DELAWARE","BOVINA SPIRITS LLC","CATBIRD DISTILLING COMPANY","365 COUNTY HWY 5","","BOVINA CENTER","NY",13740,915887,2019-07-15,2019-07-15,2022-06-30,42.26686,-74.77726,"(42.26686, -74.77726)"
"150",2211303,"FARM DISTILLER ""D""",207,"DD","Albany",2,"DELAWARE","CATSKILL PROVISIONS INC","","244 DELAWARE LAKE RD","","LONG EDDY","NY",12760,999999,2019-01-02,2019-01-02,2021-12-31,41.88365,-75.13606,"(41.88365, -75.13606)"
"151",2199732,"FARM DISTILLER ""D""",207,"DD","Albany",2,"DELAWARE","UNION GROVE DISTILLERY LLC","","43311 STATE HWY 28","","ARKVILLE","NY",12406,894691,2015-11-12,2017-08-11,2019-10-31,42.14793,-74.61995,"(42.14793, -74.61995)"
"152",2212374,"FARM DISTILLER ""D""",207,"DD","Albany",2,"DELAWARE","ROCK VALLEY SPIRITS LLC","","1430 JOHN MILK RD","","LONG EDDY","NY",12760,898473,2018-08-02,2018-08-02,2021-07-31,41.90733,-75.09505,"(41.90733, -75.09505)"
"154",2147758,"FARM WINERY",302,"FW","Albany",2,"DELAWARE","RUSSELL BETZ","BLUE SKY FARM","779 CHARCOAL ROAD","OFF FROM ROUTE 23","STAMFORD","NY",12167,915307,2009-06-22,2019-06-01,2022-05-31,42.39593853,-74.56324757,"(42.39593853, -74.56324757)"
"155",2606861,"FARM WINERY",302,"FW","Albany",2,"DELAWARE","EMINENCE ROAD FARM WINERY CORP","EMINENCE ROAD FARM WINERY","3734 EMINENCE ROAD","HILL RD & GARCIA RD","LONG EDDY","NY",12760,913656,2009-04-15,2019-04-01,2022-03-31,41.89889631,-75.04983277,"(41.89889631, -75.04983277)"
"156",2207353,"MICRO BREWER",101,"MI","Albany",2,"DELAWARE","WEAVER HOLLOW FARMHOUSE ALES LLC","WEAVER HOLLOW BREWERY","294 DEPOT ST","","ANDES","NY",13731,910790,2017-11-16,2019-02-26,2019-10-31,42.18726,-74.78921,"(42.18726, -74.78921)"
"157",2210400,"DISTILLER ""A-1""",206,"DA","Albany",2,"DUTCHESS","MILLBROOK DISTILLERY LLC","MILLBROOK DISTILLERY","78 SINPATCH RD","LISTENING ROCK FARM","WASSAIC","NY",12592,999999,2019-07-16,2019-07-16,2022-06-30,41.78061,-73.56099,"(41.78061, -73.56099)"
"159",2195493,"DISTILLER ""A-1""",206,"DA","Albany",2,"DUTCHESS","DENNINGS POINT DISTILLERY LLC","","10 N CHESTNUT ST","","BEACON","NY",12508,892571,2014-07-15,2017-07-10,2020-06-30,41.50521,-73.96972,"(41.50521, -73.96972)"
"160",2209064,"DISTILLER ""A-1""",206,"DA","Albany",2,"DUTCHESS","VALE FOX DISTILLERY LLC, THE","","619 NOXON RD","","POUGHKEEPSIE","NY",12603,999999,2018-10-11,2018-10-11,2021-09-30,41.65042,-73.82787,"(41.65042, -73.82787)"
"161",2214135,"DISTILLER ""C""",204,"DC","Albany",2,"DUTCHESS","MILEA ESTATE VINEYARD I LLC","MILEA ESTATE VINEYARD","46 RYMPH RD","","STAATSBURG","NY",12580,910647,2018-12-20,2018-12-20,2021-11-30,41.83166,-73.85461,"(41.83166, -73.85461)"
"162",2202216,"FARM BREWER",106,"FD","Albany",2,"DUTCHESS","PBFB NY LLC","PLAN BEE FARM BREWERY","115 UNDERHILL RD","","POUGHKEEPSIE","NY",12603,913871,2016-05-13,2019-05-01,2020-04-30,41.71889,-73.88665,"(41.71889, -73.88665)"
"163",2211172,"FARM BREWER",106,"FD","Albany",2,"DUTCHESS","HUDSON VALLEY BEVERAGE CO INC","SLOOP BREWING CO","2070 RTE 52","BLDG 330C, FOOD HUB UNIT 1","HOPEWELL JUNCTION","NY",12533,999999,2018-08-31,2018-08-31,2021-07-31,41.54344,-73.82359,"(41.54344, -73.82359)"
"164",2213206,"FARM BREWER",106,"FD","Albany",2,"DUTCHESS","OBSCURE OSCILLATION BREWING COMPANY LLC","","19 LOWN CT","","POUGHKEEPSIE","NY",12603,915586,2019-04-02,2019-04-02,2020-03-31,41.69332,-73.91563,"(41.69332, -73.91563)"
"165",2206671,"FARM BREWER",106,"FD","Albany",2,"DUTCHESS","OBERCREEK BREWING COMPANY LLC","","59 MARLORVILLE RD","","WAPPINGERS FALLS","NY",12590,918033,2017-07-25,2019-07-01,2020-06-30,41.58751,-73.93263,"(41.58751, -73.93263)"
"166",2210354,"FARM BREWER",106,"FD","Albany",2,"DUTCHESS","COUSINS REVOLUTION ALE WORKS INC","COUSINS REVOLUTION ALE WORKS","1582 RTE 9","","WAPPINGERS FALLS","NY",12590,911408,2018-03-08,2019-01-01,2019-12-31,41.5974,-73.91052,"(41.5974, -73.91052)"
"167",2208708,"FARM BREWER",106,"FD","Albany",2,"DUTCHESS","DUTCHESS ALES LLC","","4280 RTE 22","","WASSAIC","NY",12592,908548,2017-10-02,2018-10-01,2019-09-30,41.807,-73.56242,"(41.807, -73.56242)"
"168",2206228,"FARM BREWER",106,"FD","Albany",2,"DUTCHESS","BROOKLYN FERMENTERY LLC","SVENDALE BREWING CO","127 COOPER RD","","MILLERTON","NY",12546,999999,2017-06-14,2017-12-21,2020-05-31,41.90612,-73.54989,"(41.90612, -73.54989)"
"169",2195437,"FARM BREWER",106,"FD","Albany",2,"DUTCHESS","FROM THE GROUND BREWERY LLC","","245 GUSKI RD","","RED HOOK","NY",12571,919927,2014-08-20,2019-08-01,2020-07-31,42.0463,-73.88421,"(42.0463, -73.88421)"
"170",2214028,"FARM BREWER",106,"FD","Albany",2,"DUTCHESS","KINGS CORNER BREWING COMPANY INC","BLACK SNAKE BREWING COMPANY","148 CREEK RD","","STAATSBURG","NY",12580,910821,2018-12-21,2019-03-12,2019-11-30,41.8628,-73.88001,"(41.8628, -73.88001)"
"171",2195474,"FARM DISTILLER ""D""",207,"DD","Albany",2,"DUTCHESS","DENNINGS POINT DISTILLERY LLC","","10 N CHESTNUT ST","","BEACON","NY",12508,919247,2014-07-15,2019-07-01,2022-06-30,41.50521,-73.96972,"(41.50521, -73.96972)"
"172",2209065,"FARM DISTILLER ""D""",207,"DD","Albany",2,"DUTCHESS","VALE FOX DISTILLERY LLC, THE","","619 NOXON RD","","POUGHKEEPSIE","NY",12603,999999,2018-10-11,2018-10-11,2021-09-30,41.65042,-73.82787,"(41.65042, -73.82787)"
"173",2210401,"FARM DISTILLER ""D""",207,"DD","Albany",2,"DUTCHESS","MILLBROOK DISTILLERY LLC","MILLBROOK DISTILLERY","78 SINPATCH RD","LISTENING ROCK FARM","WASSAIC","NY",12592,999999,2019-07-16,2019-07-16,2022-06-30,41.78061,-73.56099,"(41.78061, -73.56099)"
"174",2197250,"FARM DISTILLER ""D""",207,"DD","Albany",2,"DUTCHESS","SHADY KNOLL ORCHARDS & DISTILLERY LLC","","29 BRUSH HILL RD","","MILLBROOK","NY",12545,886126,2016-11-22,2016-11-22,2019-10-31,41.7091,-73.65685,"(41.7091, -73.65685)"
"179",2005162,"FARM WINERY",302,"FW","Albany",2,"DUTCHESS","ELIZABETH RYAN","BREEZY HILL ORCHARD","828 CENTRE RD","","STAATSBURG","NY",12580,884985,NA,2016-12-01,2019-11-30,41.8511374,-73.81389458,"(41.8511374, -73.81389458)"
"180",2005159,"FARM WINERY",302,"FW","Albany",2,"DUTCHESS","CLINTON VINEYARDS INC","","450 SCHULTZVILLE ROAD","","CLINTON CORNERS","NY",12514,881380,NA,2016-10-01,2019-09-30,41.85022468,-73.77952672,"(41.85022468, -73.77952672)"
"182",2214381,"FARM WINERY",302,"FW","Albany",2,"DUTCHESS","HUDSON VALLEY CIDER COMPANY LLC, THE","","14 ROSE HILL FARM","","RED HOOK","NY",12571,849444,2019-01-07,2019-01-07,2021-12-31,42.00801,-73.85144,"(42.00801, -73.85144)"
"183",2203575,"FARM WINERY",302,"FW","Albany",2,"DUTCHESS","MILEA ESTATE VINEYARD I LLC","MILEA ESTATE VINEYARD","46 RYMPH RD","","STAATSBURG","NY",12580,914905,2016-06-22,2019-06-01,2022-05-31,41.83166,-73.85461,"(41.83166, -73.85461)"
"185",2210440,"FARM WINERY",302,"FW","Albany",2,"DUTCHESS","CANOE HILL VINEYARD LLC","ELYSABETH VINEYARDS","309 WOODSTOCK RD","","MILLBROOK","NY",12545,898384,2018-07-16,2018-07-16,2021-06-30,41.81796,-73.72568,"(41.81796, -73.72568)"
"186",2199546,"MICRO BREWER",101,"MI","Albany",2,"DUTCHESS","MILL HOUSE HOSPITALITY INC","MILL HOUSE BREWING COMPANY","289 MILL ST","","POUGHKEEPSIE","NY",12601,903029,2015-09-18,2018-09-01,2019-08-31,41.70529,-73.92654,"(41.70529, -73.92654)"
"187",2210527,"MICRO BREWER",101,"MI","Albany",2,"DUTCHESS","HUDSON VALLEY BEVERAGE CO INC","SLOOP BREWING CO","2070 RTE 52","BLDG 330C, FOOD HUB UNIT 1","HOPEWELL JUNCTION","NY",12533,999999,2018-08-31,2018-08-31,2021-07-31,41.54344,-73.82359,"(41.54344, -73.82359)"
"188",2205721,"MICRO BREWER",101,"MI","Albany",2,"DUTCHESS","DARRAGH PARK ROONEY","DARRAGH STUDIO","40 COUNTRY VIEW RD","","MILLERTON","NY",12546,914656,2017-05-10,2019-05-01,2020-04-30,41.96301,-73.49867,"(41.96301, -73.49867)"
"189",2211414,"MICRO BREWER",101,"MI","Albany",2,"DUTCHESS","HONEST BREWER LLC","KINGS COURT BREWING COMPANY","40 CANNON ST","STE 1","POUGHKEEPSIE","NY",12601,918758,2018-07-23,2019-07-01,2020-06-30,41.70213,-73.92749,"(41.70213, -73.92749)"
"190",2195473,"MICRO BREWER",101,"MI","Albany",2,"DUTCHESS","BLUE COLLAR BREWERY INC","","40 COTTAGE ST","","POUGHKEEPSIE","NY",12601,907671,2014-09-19,2018-09-01,2019-08-31,41.70743,-73.91822,"(41.70743, -73.91822)"
"191",2194689,"MICRO BREWER",101,"MI","Albany",2,"DUTCHESS","2 WAY BREWING COMPANY INC","2 WAY BREWING COMPANY","18 W MAIN ST","STE 1","BEACON","NY",12508,918363,2014-08-21,2019-08-01,2020-07-31,41.50791494,-73.98217429,"(41.50791494, -73.98217429)"
"192",2201900,"MICRO BREWER",101,"MI","Albany",2,"DUTCHESS","HUDSON VALLEY BREWERY LLC","HUDSON VALLEY BREWERY","7 E MAIN ST","","BEACON","NY",12508,901864,2016-09-20,2018-09-01,2021-07-31,41.50171,-73.96315,"(41.50171, -73.96315)"
"193",2203251,"MICRO BREWER",101,"MI","Albany",2,"DUTCHESS","MILL HOUSE HOSPITALITY INC","MILL HOUSE BREWING COMPANY","125 N HAMILTON ST","","POUGHKEEPSIE","NY",12601,915135,2016-05-16,2019-05-02,2020-04-30,41.70969,-73.92021,"(41.70969, -73.92021)"
"194",2200245,"RESTAURANT BREWER",210,"MR","Albany",2,"DUTCHESS","CULINARY INSTITUTE OF AMERICA, THE","THE BREWERY AT THE CIA","1995 CAMPUS DR","","HYDE PARK","NY",12538,907987,2015-10-21,2018-10-01,2021-09-30,41.74652,-73.93204,"(41.74652, -73.93204)"
"195",2121555,"RESTAURANT BREWER",210,"MR","Albany",2,"DUTCHESS","HYDE PARK BREWING COMPANY INC","HYDE PARK BREWING COMPANY","4076 ALBANY POST ROAD","ST ANDREWS & WEST MARKET","HYDE PARK","NY",12538,913561,2004-03-31,2019-04-01,2022-03-31,41.76928859,-73.93001975,"(41.76928859, -73.93001975)"
"196",2208370,"WINERY",301,"DW","Albany",2,"DUTCHESS","SALT POINT MEADERY LLC","","11 CHARLES ST","WAREHOUSE #3","PLEASANT VALLEY","NY",12569,894832,2017-09-20,2017-09-20,2020-08-31,41.74736,-73.83334,"(41.74736, -73.83334)"
"199",3162015,"DISTILLER ""A-1""",206,"DA","Buffalo",3,"ERIE","GILDED BUFFALO LLC","","55 CHICAGO ST","STE 110","BUFFALO","NY",14204,999999,2019-06-07,2019-06-07,2022-05-31,42.86996,-78.86867,"(42.86996, -78.86867)"
"200",3161424,"DISTILLER ""A-1""",206,"DA","Buffalo",3,"ERIE","BARN DOG CRAFT DISTILLING LLC","BARN DOG CRAFT DISTILLING","1851 FOUR ROD RD","","E AURORA","NY",14052,849389,2018-11-15,2018-11-15,2021-10-31,42.83945,-78.53688,"(42.83945, -78.53688)"
"201",3158015,"DISTILLER ""A-1""",206,"DA","Buffalo",3,"ERIE","EIGHT BUFFALO SPIRITS LLC","LOCKHOUSE DISTILLERY","41 COLUMBIA ST","","BUFFALO","NY",14204,848524,2016-10-11,2016-10-11,2019-09-30,42.87358,-78.87253,"(42.87358, -78.87253)"
"202",3156095,"DISTILLER ""A-1""",206,"DA","Buffalo",3,"ERIE","FINAN DISTILLING COMPANY LLC","TOMMYROTTER DISTILLERY","500 SENECA ST","STE 110","BUFFALO","NY",14204,899905,2015-06-30,2018-06-01,2021-05-31,42.87766,-78.85712,"(42.87766, -78.85712)"
"203",3155395,"DISTILLER ""A-1""",206,"DA","Buffalo",3,"ERIE","MAINSPRING LLC","LAKEWARD SPIRITS","65 VANDALIA ST","SUITE 1","BUFFALO","NY",14204,912446,2016-01-08,2019-01-08,2021-12-31,42.86631,-78.86069,"(42.86631, -78.86069)"
"204",3162007,"FARM BREWER",106,"FD","Buffalo",3,"ERIE","BARREL + BRINE INC","","155 CHANDLER ST","","BUFFALO","NY",14207,915650,2019-05-17,2019-05-17,2020-04-30,42.94324,-78.88523,"(42.94324, -78.88523)"
"205",3155746,"FARM BREWER",106,"FD","Buffalo",3,"ERIE","WNY BEER CLUB LLC","RUSTY NICKEL BREWING CO","4350 SENECA ST","","W SENECA","NY",14224,888803,2015-03-13,2017-03-03,2020-02-29,42.83248,-78.74181,"(42.83248, -78.74181)"
"206",3157851,"FARM BREWER",106,"FD","Buffalo",3,"ERIE","EAST AURORA DISTILLERY AND WINERY LLC","EAST AURORA BREWERY","667 OAKWOOD AVE","REAR BLDG","EAST AURORA","NY",14052,903384,2016-09-07,2018-09-01,2019-08-31,42.76528,-78.61004,"(42.76528, -78.61004)"
"207",3158813,"FARM BREWER",106,"FD","Buffalo",3,"ERIE","WEST SHORE BREWING COMPANY LLC","","10995 MAIN ST","","CLARENCE","NY",14031,918113,2017-06-08,2019-06-01,2020-05-31,42.98168,-78.57755,"(42.98168, -78.57755)"
"208",3153643,"FARM BREWER",106,"FD","Buffalo",3,"ERIE","HAMBURG BREWING COMPANY LLC","HAMBURG BREWING COMPANY","6553 BOSTON STATE RD","","HAMBURG","NY",14075,999999,2013-08-20,2017-08-01,2020-07-31,42.71061703,-78.80331058,"(42.71061703, -78.80331058)"
"209",3157940,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"ERIE","BUFFALO DISTILLING COMPANY INC","","860 SENECA ST","","BUFFALO","NY",14210,848546,2016-11-17,2016-11-17,2019-10-31,42.87499,-78.84524,"(42.87499, -78.84524)"
"210",3162014,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"ERIE","GILDED BUFFALO LLC","","55 CHICAGO ST","STE 110","BUFFALO","NY",14204,999999,2019-06-07,2019-06-07,2022-05-31,42.86996,-78.86867,"(42.86996, -78.86867)"
"211",3154594,"FARM DISTILLER ""D""",207,"DD","Buffalo",3,"ERIE","BLACK SQUIRREL DISTILLERY LLC","","1595 ELMWOOD AVE","","BUFFALO","NY",14216,919920,2014-08-07,2019-08-01,2022-07-31,42.94035,-78.87845,"(42.94035, -78.87845)"
